Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Attachment/button_Attach""))",Chrome 70.0.3538.110,,2018-12-06 15:10:35,2018-12-06 15:10:38,2.496s,PASSED
"switchToWindowTitle(""Procurement Request Initiate"")",Chrome 70.0.3538.110,,2018-12-06 15:10:38,2018-12-06 15:10:41,3.024s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_Save""))",Chrome 70.0.3538.110,,2018-12-06 15:10:41,2018-12-06 15:10:43,2.783s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_Clear""))",Chrome 70.0.3538.110,,2018-12-06 15:10:43,2018-12-06 15:10:46,2.506s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/span_Harshada""))",Chrome 70.0.3538.110,,2018-12-06 15:10:46,2018-12-06 15:10:48,2.159s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/b_Logout""))",Chrome 70.0.3538.110,,2018-12-06 15:10:48,2018-12-06 15:10:51,2.489s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Logout Page/a_Login""))",Chrome 70.0.3538.110,,2018-12-06 15:10:51,2018-12-06 15:10:53,2.183s,PASSED
,,,,,,
Test Cases/Branch User Checker/Request Return,Chrome 70.0.3538.110,,2018-12-06 15:10:53,2018-12-06 15:13:44,2m - 51.414s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_userid""), BrCkName)",Chrome 70.0.3538.110,,2018-12-06 15:10:53,2018-12-06 15:10:57,4.183s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_password""), BrCkPwd)",Chrome 70.0.3538.110,,2018-12-06 15:10:57,2018-12-06 15:11:00,3.172s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_btnlogin""))",Chrome 70.0.3538.110,,2018-12-06 15:11:00,2018-12-06 15:11:05,4.424s,PASSED
AlertPresent = waitForAlert(5),Chrome 70.0.3538.110,,2018-12-06 15:11:05,2018-12-06 15:11:11,6.048s,PASSED
if (AlertPresent == true),Chrome 70.0.3538.110,,2018-12-06 15:11:11,2018-12-06 15:11:11,0.000s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/span_Procurement Request (1)""))",Chrome 70.0.3538.110,,2018-12-06 15:11:11,2018-12-06 15:11:13,2.136s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Bank Dashboard/a_Authorize""))",Chrome 70.0.3538.110,,2018-12-06 15:11:13,2018-12-06 15:11:16,2.516s,PASSED
"click(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/button_Return""))",Chrome 70.0.3538.110,,2018-12-06 15:11:16,2018-12-06 15:11:18,2.131s,PASSED
acceptAlert(),Chrome 70.0.3538.110,,2018-12-06 15:11:18,2018-12-06 15:11:20,2.013s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_List""))",Chrome 70.0.3538.110,,2018-12-06 15:11:20,2018-12-06 15:11:22,2.145s,PASSED
"switchToWindowTitle(""Search"")",Chrome 70.0.3538.110,,2018-12-06 15:11:22,2018-12-06 15:11:28,6.078s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Search/input_Product Name_Product Nam""), ""product3"")",Chrome 70.0.3538.110,,2018-12-06 15:11:28,2018-12-06 15:11:32,4.177s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/input""))",Chrome 70.0.3538.110,,2018-12-06 15:11:32,2018-12-06 15:11:35,2.476s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/td_product1""))",Chrome 70.0.3538.110,,2018-12-06 15:11:35,2018-12-06 15:11:37,2.117s,PASSED
"switchToWindowTitle(""Procurement Request Authorize"")",Chrome 70.0.3538.110,,2018-12-06 15:11:37,2018-12-06 15:11:40,3.026s,PASSED
"setText(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/textarea_Return Reason_returnQ""), ""LOREM IPSUM DOLOR SIT AMET, CONSECTETUER ADIPISCING ELIT. AENEAN COMMODO LIGULA EGET DOLOR. AENEAN MASSA. CUM SOCIIS NATOQUE PENATIBUS ET MAGNIS DIS PARTURIENT MONTES, NASCETUR RIDICULUS MUS. DONEC QUAM FELIS, ULTRICIES NEC, PELLENTESQUE EU, PRETIUM QUIS, SEM. NULLA CONSEQUAT MASSA QUIS ENIM. DONEC PEDE JUSTO, FRINGILLA VEL, ALIQUET NEC, VULPUTATE EGET, ARCU. IN ENIM JUSTO, RHONCUS UT, IMPERDIET A, VENENATIS VITAE, JUSTO. NULLAM DICTUM FELIS EU PEDE MOLLIS PRETIUM. INTEGER TINCIDUNT. CRAS DAPIBUS. VIVAMUS ELEMENTUM SEMPER NISI. AENEAN VULPUTATE ELEIFEND TELLUS. AENEAN LEO LIGULA, PORTTITOR EU, CONSEQUAT VITAE, ELEIFEND AC, ENIM. ALIQUAM LOREM ANTE, DAPIBUS IN, VIVERRA QUIS, FEUGIAT A, TELLUS. PHASELLUS VIVERRA NULLA UT METUS VARIUS LAOREET. QUISQUE RUTRUM. AENEAN IMPERDIET. ETIAM ULTRICIES NISI VEL AUGUE. CURABITUR ULLAMCORPER ULTRICIES NISI. NAM EGET DUI. ETIAM RHONCUS. MAECENAS TEMPUS, TELLUS EGET CONDIMENTUM RHONCUS, SEM QUAM SEMPER LIBERO, SIT AMET ADIPISCING SEM NEQUE SED IPSUM. N"")",Chrome 70.0.3538.110,,2018-12-06 15:11:40,2018-12-06 15:11:47,7.340s,PASSED
"click(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/button_Return""))",Chrome 70.0.3538.110,,2018-12-06 15:11:47,2018-12-06 15:11:51,3.846s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/span_Harshada""))",Chrome 70.0.3538.110,,2018-12-06 15:11:51,2018-12-06 15:11:53,2.131s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/b_Logout""))",Chrome 70.0.3538.110,,2018-12-06 15:11:53,2018-12-06 15:11:57,3.669s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Logout Page/a_Login""))",Chrome 70.0.3538.110,,2018-12-06 15:11:57,2018-12-06 15:11:59,2.179s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_userid""), BrMakerName)",Chrome 70.0.3538.110,,2018-12-06 15:11:59,2018-12-06 15:12:03,4.203s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_password""), BrMakerPwd)",Chrome 70.0.3538.110,,2018-12-06 15:12:03,2018-12-06 15:12:06,3.168s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_btnlogin""))",Chrome 70.0.3538.110,,2018-12-06 15:12:06,2018-12-06 15:12:09,2.795s,PASSED
AlertPresent = waitForAlert(5),Chrome 70.0.3538.110,,2018-12-06 15:12:09,2018-12-06 15:12:15,6.027s,PASSED
if (AlertPresent == true),Chrome 70.0.3538.110,,2018-12-06 15:12:15,2018-12-06 15:12:15,0.001s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/span_Procurement Request (1)""))",Chrome 70.0.3538.110,,2018-12-06 15:12:15,2018-12-06 15:12:17,2.154s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/a_Initiate""))",Chrome 70.0.3538.110,,2018-12-06 15:12:17,2018-12-06 15:12:20,2.519s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_List""))",Chrome 70.0.3538.110,,2018-12-06 15:12:20,2018-12-06 15:12:22,2.168s,PASSED
"switchToWindowTitle(""Search"")",Chrome 70.0.3538.110,,2018-12-06 15:12:22,2018-12-06 15:12:28,6.087s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Search/input_Product Name_Product Nam""), ""product3"")",Chrome 70.0.3538.110,,2018-12-06 15:12:28,2018-12-06 15:12:32,4.163s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/input""))",Chrome 70.0.3538.110,,2018-12-06 15:12:32,2018-12-06 15:12:35,2.453s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/td_product1""))",Chrome 70.0.3538.110,,2018-12-06 15:12:35,2018-12-06 15:12:37,2.117s,PASSED
"switchToWindowTitle(""Procurement Request Initiate"")",Chrome 70.0.3538.110,,2018-12-06 15:12:37,2018-12-06 15:12:40,3.025s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/input__fromBundleRange""), ""1000"")",Chrome 70.0.3538.110,,2018-12-06 15:12:40,2018-12-06 15:12:44,4.179s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_Save""))",Chrome 70.0.3538.110,,2018-12-06 15:12:44,2018-12-06 15:12:46,2.572s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/span_Harshada""))",Chrome 70.0.3538.110,,2018-12-06 15:12:46,2018-12-06 15:12:49,2.122s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/b_Logout""))",Chrome 70.0.3538.110,,2018-12-06 15:12:49,2018-12-06 15:12:52,3.126s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Logout Page/a_Login""))",Chrome 70.0.3538.110,,2018-12-06 15:12:52,2018-12-06 15:12:54,2.182s,PASSED
"callTestCase(findTestCase(""Branch User Checker/Request Authorize""), [:], CONTINUE_ON_FAILURE)",Chrome 70.0.3538.110,,2018-12-06 15:12:54,2018-12-06 15:13:44,50.227s,PASSED
,,,,,,
Test Cases/Cluster User/Return Request,Chrome 70.0.3538.110,,2018-12-06 15:13:44,2018-12-06 15:17:17,3m - 33.198s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_userid""), ClName)",Chrome 70.0.3538.110,,2018-12-06 15:13:44,2018-12-06 15:13:49,4.166s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_password""), ClPwd)",Chrome 70.0.3538.110,,2018-12-06 15:13:49,2018-12-06 15:13:52,3.168s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_btnlogin""))",Chrome 70.0.3538.110,,2018-12-06 15:13:52,2018-12-06 15:13:54,2.514s,PASSED
AlertPresent = waitForAlert(5),Chrome 70.0.3538.110,,2018-12-06 15:13:54,2018-12-06 15:13:55,1.006s,PASSED
if (AlertPresent == true),Chrome 70.0.3538.110,,2018-12-06 15:13:55,2018-12-06 15:13:57,2.014s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/span_Procurement Request (1)""))",Chrome 70.0.3538.110,,2018-12-06 15:13:57,2018-12-06 15:13:59,2.128s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Bank Dashboard/a_Authorize""))",Chrome 70.0.3538.110,,2018-12-06 15:13:59,2018-12-06 15:14:02,2.474s,PASSED
"click(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/button_Return""))",Chrome 70.0.3538.110,,2018-12-06 15:14:02,2018-12-06 15:14:04,2.144s,PASSED
acceptAlert(),Chrome 70.0.3538.110,,2018-12-06 15:14:04,2018-12-06 15:14:06,2.010s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_List""))",Chrome 70.0.3538.110,,2018-12-06 15:14:06,2018-12-06 15:14:08,2.150s,PASSED
"switchToWindowTitle(""Search"")",Chrome 70.0.3538.110,,2018-12-06 15:14:08,2018-12-06 15:14:14,6.079s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Search/input_Product Name_Product Nam""), ""product3"")",Chrome 70.0.3538.110,,2018-12-06 15:14:14,2018-12-06 15:14:18,4.208s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/input""))",Chrome 70.0.3538.110,,2018-12-06 15:14:18,2018-12-06 15:14:21,2.485s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/td_product1""))",Chrome 70.0.3538.110,,2018-12-06 15:14:21,2018-12-06 15:14:23,2.125s,PASSED
"switchToWindowTitle(""Procurement Request Authorize"")",Chrome 70.0.3538.110,,2018-12-06 15:14:23,2018-12-06 15:14:26,3.025s,PASSED
"setText(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/textarea_Return Reason_returnQ""), ""LOREM IPSUM DOLOR SIT AMET, CONSECTETUER ADIPISCING ELIT. AENEAN COMMODO LIGULA EGET DOLOR. AENEAN MASSA. CUM SOCIIS NATOQUE PENATIBUS ET MAGNIS DIS PARTURIENT MONTES, NASCETUR RIDICULUS MUS. DONEC QUAM FELIS, ULTRICIES NEC, PELLENTESQUE EU, PRETIUM QUIS, SEM. NULLA CONSEQUAT MASSA QUIS ENIM. DONEC PEDE JUSTO, FRINGILLA VEL, ALIQUET NEC, VULPUTATE EGET, ARCU. IN ENIM JUSTO, RHONCUS UT, IMPERDIET A, VENENATIS VITAE, JUSTO. NULLAM DICTUM FELIS EU PEDE MOLLIS PRETIUM. INTEGER TINCIDUNT. CRAS DAPIBUS. VIVAMUS ELEMENTUM SEMPER NISI. AENEAN VULPUTATE ELEIFEND TELLUS. AENEAN LEO LIGULA, PORTTITOR EU, CONSEQUAT VITAE, ELEIFEND AC, ENIM. ALIQUAM LOREM ANTE, DAPIBUS IN, VIVERRA QUIS, FEUGIAT A, TELLUS. PHASELLUS VIVERRA NULLA UT METUS VARIUS LAOREET. QUISQUE RUTRUM. AENEAN IMPERDIET. ETIAM ULTRICIES NISI VEL AUGUE. CURABITUR ULLAMCORPER ULTRICIES NISI. NAM EGET DUI. ETIAM RHONCUS. MAECENAS TEMPUS, TELLUS EGET CONDIMENTUM RHONCUS, SEM QUAM SEMPER LIBERO, SIT AMET ADIPISCING SEM NEQUE SED IPSUM. N"")",Chrome 70.0.3538.110,,2018-12-06 15:14:26,2018-12-06 15:14:33,7.336s,PASSED
"click(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/button_Return""))",Chrome 70.0.3538.110,,2018-12-06 15:14:33,2018-12-06 15:14:36,2.561s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/span_Harshada""))",Chrome 70.0.3538.110,,2018-12-06 15:14:36,2018-12-06 15:14:38,2.139s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/b_Logout""))",Chrome 70.0.3538.110,,2018-12-06 15:14:38,2018-12-06 15:14:41,2.461s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Logout Page/a_Login""))",Chrome 70.0.3538.110,,2018-12-06 15:14:41,2018-12-06 15:14:43,2.174s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_userid""), BrMakerName)",Chrome 70.0.3538.110,,2018-12-06 15:14:43,2018-12-06 15:14:47,4.150s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_password""), BrMakerPwd)",Chrome 70.0.3538.110,,2018-12-06 15:14:47,2018-12-06 15:14:50,3.140s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_btnlogin""))",Chrome 70.0.3538.110,,2018-12-06 15:14:50,2018-12-06 15:14:53,2.589s,PASSED
AlertPresent = waitForAlert(5),Chrome 70.0.3538.110,,2018-12-06 15:14:53,2018-12-06 15:14:59,6.026s,PASSED
if (AlertPresent == true),Chrome 70.0.3538.110,,2018-12-06 15:14:59,2018-12-06 15:14:59,0.002s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/span_Procurement Request (1)""))",Chrome 70.0.3538.110,,2018-12-06 15:14:59,2018-12-06 15:15:01,2.124s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/a_Initiate""))",Chrome 70.0.3538.110,,2018-12-06 15:15:01,2018-12-06 15:15:03,2.511s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_List""))",Chrome 70.0.3538.110,,2018-12-06 15:15:03,2018-12-06 15:15:06,2.168s,PASSED
"switchToWindowTitle(""Search"")",Chrome 70.0.3538.110,,2018-12-06 15:15:06,2018-12-06 15:15:12,6.073s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Search/input_Product Name_Product Nam""), ""product3"")",Chrome 70.0.3538.110,,2018-12-06 15:15:12,2018-12-06 15:15:16,4.223s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/input""))",Chrome 70.0.3538.110,,2018-12-06 15:15:16,2018-12-06 15:15:18,2.483s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/td_product1""))",Chrome 70.0.3538.110,,2018-12-06 15:15:18,2018-12-06 15:15:20,2.147s,PASSED
"switchToWindowTitle(""Procurement Request Initiate"")",Chrome 70.0.3538.110,,2018-12-06 15:15:20,2018-12-06 15:15:23,3.026s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/input__fromBundleRange""), ""1000"")",Chrome 70.0.3538.110,,2018-12-06 15:15:23,2018-12-06 15:15:28,4.186s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_Save""))",Chrome 70.0.3538.110,,2018-12-06 15:15:28,2018-12-06 15:15:30,2.650s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/span_Harshada""))",Chrome 70.0.3538.110,,2018-12-06 15:15:30,2018-12-06 15:15:32,2.116s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/b_Logout""))",Chrome 70.0.3538.110,,2018-12-06 15:15:32,2018-12-06 15:15:35,2.515s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Logout Page/a_Login""))",Chrome 70.0.3538.110,,2018-12-06 15:15:35,2018-12-06 15:15:37,2.170s,PASSED
"callTestCase(findTestCase(""Branch User Checker/Request Authorize""), [:], CONTINUE_ON_FAILURE)",Chrome 70.0.3538.110,,2018-12-06 15:15:37,2018-12-06 15:16:27,50.003s,PASSED
"callTestCase(findTestCase(""Cluster User/Authorize Request""), [:], CONTINUE_ON_FAILURE)",Chrome 70.0.3538.110,,2018-12-06 15:16:27,2018-12-06 15:17:17,50.257s,PASSED
,,,,,,
Test Cases/Circle User/Return Request,Chrome 70.0.3538.110,,2018-12-06 15:17:17,2018-12-06 15:21:41,4m - 23.179s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_userid""), CrName)",Chrome 70.0.3538.110,,2018-12-06 15:17:18,2018-12-06 15:17:22,4.178s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_password""), CrPwd)",Chrome 70.0.3538.110,,2018-12-06 15:17:22,2018-12-06 15:17:25,3.163s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_btnlogin""))",Chrome 70.0.3538.110,,2018-12-06 15:17:25,2018-12-06 15:17:27,2.547s,PASSED
AlertPresent = waitForAlert(5),Chrome 70.0.3538.110,,2018-12-06 15:17:27,2018-12-06 15:17:33,6.028s,PASSED
if (AlertPresent == true),Chrome 70.0.3538.110,,2018-12-06 15:17:33,2018-12-06 15:17:33,0.001s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/span_Procurement Request (1)""))",Chrome 70.0.3538.110,,2018-12-06 15:17:33,2018-12-06 15:17:36,2.136s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Bank Dashboard/a_Authorize""))",Chrome 70.0.3538.110,,2018-12-06 15:17:36,2018-12-06 15:17:38,2.490s,PASSED
"click(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/button_Return""))",Chrome 70.0.3538.110,,2018-12-06 15:17:38,2018-12-06 15:17:40,2.121s,PASSED
acceptAlert(),Chrome 70.0.3538.110,,2018-12-06 15:17:40,2018-12-06 15:17:42,2.011s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_List""))",Chrome 70.0.3538.110,,2018-12-06 15:17:42,2018-12-06 15:17:44,2.150s,PASSED
"switchToWindowTitle(""Search"")",Chrome 70.0.3538.110,,2018-12-06 15:17:44,2018-12-06 15:17:50,6.071s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Search/input_Product Name_Product Nam""), ""product3"")",Chrome 70.0.3538.110,,2018-12-06 15:17:50,2018-12-06 15:17:55,4.215s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/input""))",Chrome 70.0.3538.110,,2018-12-06 15:17:55,2018-12-06 15:17:57,2.482s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/td_product1""))",Chrome 70.0.3538.110,,2018-12-06 15:17:57,2018-12-06 15:17:59,2.110s,PASSED
"switchToWindowTitle(""Procurement Request Authorize"")",Chrome 70.0.3538.110,,2018-12-06 15:17:59,2018-12-06 15:18:02,3.025s,PASSED
"setText(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/textarea_Return Reason_returnQ""), ""LOREM IPSUM DOLOR SIT AMET, CONSECTETUER ADIPISCING ELIT. AENEAN COMMODO LIGULA EGET DOLOR. AENEAN MASSA. CUM SOCIIS NATOQUE PENATIBUS ET MAGNIS DIS PARTURIENT MONTES, NASCETUR RIDICULUS MUS. DONEC QUAM FELIS, ULTRICIES NEC, PELLENTESQUE EU, PRETIUM QUIS, SEM. NULLA CONSEQUAT MASSA QUIS ENIM. DONEC PEDE JUSTO, FRINGILLA VEL, ALIQUET NEC, VULPUTATE EGET, ARCU. IN ENIM JUSTO, RHONCUS UT, IMPERDIET A, VENENATIS VITAE, JUSTO. NULLAM DICTUM FELIS EU PEDE MOLLIS PRETIUM. INTEGER TINCIDUNT. CRAS DAPIBUS. VIVAMUS ELEMENTUM SEMPER NISI. AENEAN VULPUTATE ELEIFEND TELLUS. AENEAN LEO LIGULA, PORTTITOR EU, CONSEQUAT VITAE, ELEIFEND AC, ENIM. ALIQUAM LOREM ANTE, DAPIBUS IN, VIVERRA QUIS, FEUGIAT A, TELLUS. PHASELLUS VIVERRA NULLA UT METUS VARIUS LAOREET. QUISQUE RUTRUM. AENEAN IMPERDIET. ETIAM ULTRICIES NISI VEL AUGUE. CURABITUR ULLAMCORPER ULTRICIES NISI. NAM EGET DUI. ETIAM RHONCUS. MAECENAS TEMPUS, TELLUS EGET CONDIMENTUM RHONCUS, SEM QUAM SEMPER LIBERO, SIT AMET ADIPISCING SEM NEQUE SED IPSUM. N"")",Chrome 70.0.3538.110,,2018-12-06 15:18:02,2018-12-06 15:18:10,7.366s,PASSED
"click(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/button_Return""))",Chrome 70.0.3538.110,,2018-12-06 15:18:10,2018-12-06 15:18:12,2.575s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/span_Harshada""))",Chrome 70.0.3538.110,,2018-12-06 15:18:12,2018-12-06 15:18:14,2.111s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/b_Logout""))",Chrome 70.0.3538.110,,2018-12-06 15:18:14,2018-12-06 15:18:17,2.470s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Logout Page/a_Login""))",Chrome 70.0.3538.110,,2018-12-06 15:18:17,2018-12-06 15:18:19,2.177s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_userid""), BrMakerName)",Chrome 70.0.3538.110,,2018-12-06 15:18:19,2018-12-06 15:18:23,4.180s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_password""), BrMakerPwd)",Chrome 70.0.3538.110,,2018-12-06 15:18:23,2018-12-06 15:18:26,3.142s,PASSED
